Loan_ID,Age,Gender,Income,Credit_Score,Loan_Amount,Loan_Term,Default
1373,38,Female,59173,620,49962,7,Yes
1374,19,Male,56062,726,48532,20,No
1375,54,Male,95188,652,48976,10,Yes
1376,28,Male,33973,729,32569,10,No
1377,55,Male,36891,691,42240,10,No
1378,28,Male,52016,685,39328,20,Yes
1379,33,Female,90995,602,38712,5,Yes
1380,60,Male,45494,666,22494,20,No
1381,48,Female,38885,749,44599,10,No
1382,26,Female,88139,767,25399,15,No
1383,39,Male,38209,703,28234,20,No
1384,56,Male,63566,684,21634,15,No
1385,60,Male,80946,787,9455,10,No
1386,57,Female,81064,731,19318,20,Yes
1387,25,Female,66706,711,23701,5,Yes
1388,20,Male,55738,690,49904,10,Yes
1389,63,Male,60720,747,32270,15,Yes
1390,54,Female,72136,658,34531,7,Yes
1391,36,Male,90224,621,34035,10,Yes
1392,57,Female,83353,703,11860,7,No
1393,34,Male,71552,648,48514,20,Yes
1394,22,Female,76044,616,34767,5,Yes
1395,25,Female,55330,624,34886,7,No
1396,52,Female,54656,605,29431,7,No
1397,54,Male,83399,622,7710,7,Yes
1398,39,Male,85166,678,25915,7,No
1399,30,Female,81270,682,26917,10,Yes
1400,34,Female,67047,600,19021,5,No
1401,45,Male,49455,601,46586,15,Yes
1402,51,Female,36428,713,18736,20,No
1403,39,Female,48456,719,35129,10,No
1404,56,Male,31339,738,42392,5,Yes
1405,47,Female,83966,688,34660,20,Yes
1406,56,Male,94217,682,16926,10,Yes
1407,57,Male,98829,732,11941,15,Yes
1408,38,Female,88183,606,26182,5,Yes
1409,22,Male,67459,666,41567,10,Yes
1410,64,Male,98553,776,14849,15,Yes
1411,29,Male,53926,672,45651,15,Yes
1412,51,Female,85968,683,29663,15,No
1413,35,Male,95170,732,32735,15,Yes
1414,33,Male,66575,679,11371,7,Yes
1415,44,Male,93271,775,29384,5,No
1416,39,Female,61167,754,16184,5,No
1417,55,Female,64438,744,40566,10,No
1418,18,Male,41209,783,36643,5,Yes
1419,31,Male,95905,762,40779,15,Yes
1420,21,Male,89826,669,10379,20,No
1421,18,Female,89559,685,30676,7,No
1422,24,Female,68556,799,28367,15,No
1423,40,Male,56880,651,44575,10,Yes
1424,30,Female,57902,620,5662,10,Yes
1425,59,Female,76219,616,25178,7,No
1426,36,Female,83191,711,7639,7,No
1427,39,Female,81374,682,7115,5,Yes
1428,62,Male,92026,766,28950,7,Yes
1429,28,Female,53112,740,5005,7,No
1430,63,Male,84332,778,32675,10,Yes
1431,36,Male,51034,650,20025,7,No
1432,32,Female,68550,789,34849,20,Yes
1433,37,Female,88693,642,37478,5,Yes
1434,60,Female,82659,800,39743,15,Yes
1435,19,Male,96726,789,42077,15,No
1436,35,Male,87430,789,21245,10,Yes
1437,36,Male,73326,608,49509,10,Yes
1438,59,Male,74542,634,42020,10,Yes
1439,63,Male,71372,678,26201,5,No
1440,62,Female,84625,633,17298,10,No
1441,65,Male,37230,677,34777,5,No
1442,31,Male,85230,614,43750,20,No
1443,26,Male,91187,614,30967,15,Yes
1444,60,Female,88992,621,43741,15,No
1445,65,Male,52104,750,39155,10,No
1446,18,Male,38366,670,11697,10,No
1447,48,Male,38171,725,38526,5,No
1448,22,Female,61404,735,16222,7,Yes
1449,31,Male,55104,698,43206,15,No
1450,54,Male,39469,631,49448,10,No
1451,60,Male,55223,796,49917,5,Yes
1452,30,Male,85932,644,45955,7,No
1453,22,Female,78141,601,39305,5,No
1454,25,Male,34652,643,49582,15,No
1455,59,Female,50441,667,41442,5,No
1456,27,Female,44002,634,40271,20,Yes
1457,50,Female,92040,696,11198,20,No
1458,53,Female,50513,613,22867,20,No
1459,34,Male,48268,761,21412,7,No
1460,20,Male,92495,795,23204,10,Yes
1461,52,Male,75399,750,39260,7,No
1462,62,Female,51197,630,26986,5,No
1463,26,Male,44430,685,19369,5,Yes
1464,61,Female,31199,639,24107,5,No
1465,53,Male,67337,752,24609,5,No
1466,22,Male,71731,686,36726,20,No
1467,42,Male,30463,723,6600,15,Yes
1468,52,Female,64817,768,24112,10,Yes
1469,50,Female,96021,644,41447,5,Yes
1470,23,Male,99731,758,24358,7,Yes
1471,27,Male,91196,784,9250,7,No
1472,50,Male,71624,653,36860,5,No
1473,31,Male,52452,759,34833,7,No
1474,45,Male,70354,660,39649,7,Yes
1475,25,Female,46273,751,48685,5,Yes
1476,47,Male,50376,602,15534,20,No
1477,55,Male,30414,686,28807,10,No
1478,63,Male,96902,703,23515,10,Yes
1479,22,Female,44480,636,33450,15,Yes
1480,39,Female,87437,715,24356,15,Yes
1481,40,Female,54965,705,49493,7,Yes
1482,30,Male,72524,755,31536,20,Yes
1483,32,Male,83736,766,23701,10,Yes
1484,44,Male,47210,785,8441,20,Yes
1485,45,Male,51279,759,28609,20,Yes
1486,26,Male,85414,661,18147,20,Yes
1487,31,Male,80211,753,45938,5,No
1488,40,Female,37968,612,9566,7,Yes
1489,39,Male,39118,707,6204,20,No
1490,30,Female,40968,767,26212,15,No
1491,19,Male,99972,703,16830,10,Yes
1492,63,Female,42882,601,17758,7,No
1493,65,Male,82609,673,28249,7,Yes
1494,40,Male,45833,781,17161,10,Yes
1495,48,Male,62624,626,33280,5,Yes
1496,49,Female,34745,795,22276,20,Yes
1497,59,Male,80525,652,42433,10,No
1498,29,Male,71642,744,20029,15,No
1499,62,Male,39333,790,8030,5,No
1500,45,Male,96382,683,11155,10,No
1501,41,Male,67047,700,28547,5,Yes
1502,31,Male,48948,617,29760,7,Yes
1503,41,Female,97049,768,49645,7,Yes
1504,20,Female,50901,657,40290,10,Yes
1505,40,Female,83142,695,40741,10,No
1506,39,Male,52222,679,32222,15,No
1507,43,Female,68282,707,31564,15,Yes
1508,64,Male,46369,742,5210,5,No
1509,20,Female,44599,695,28245,5,No
1510,39,Male,77025,737,15419,10,Yes
1511,31,Female,99362,647,35436,15,No
1512,26,Male,39906,724,23369,20,No
1513,33,Female,40342,649,21950,5,No
1514,57,Female,67675,744,34825,7,No
1515,35,Male,59114,615,42583,20,Yes
1516,55,Female,47775,758,18521,7,Yes
1517,33,Male,45262,700,31191,10,Yes
1518,52,Male,38502,748,39760,7,No
1519,20,Female,39586,776,11311,10,Yes
1520,20,Male,48031,666,24143,7,Yes
1521,41,Male,32004,636,5435,10,Yes
1522,60,Female,87540,721,16320,10,No
1523,48,Female,48005,758,48662,15,Yes
1524,39,Male,60928,618,25980,15,No
1525,23,Male,74353,738,41338,5,Yes
1526,37,Female,40020,617,29065,7,Yes
1527,37,Female,34159,773,16623,15,No
1528,42,Female,57007,769,46079,10,Yes
1529,48,Female,35441,689,32435,5,Yes
1530,48,Female,49661,685,10676,7,Yes
1531,42,Female,35113,774,45424,7,Yes
1532,47,Male,88291,660,9796,10,Yes
1533,44,Male,98312,746,36076,15,No
1534,34,Male,66856,711,41230,5,No
1535,36,Female,72445,794,40432,7,No
1536,25,Male,33165,717,13912,7,Yes
1537,22,Female,74940,774,41410,10,Yes
1538,46,Female,99690,740,29868,15,No
1539,39,Female,33912,659,26287,20,Yes
1540,28,Female,68808,696,10162,20,Yes
1541,25,Female,35401,757,38638,5,No
1542,63,Male,51392,743,13939,7,Yes
1543,18,Male,85370,764,47854,20,No
1544,41,Female,94448,726,15748,20,No
1545,47,Female,65324,668,41587,20,No
1546,39,Female,70524,639,32501,10,No
1547,32,Female,34734,736,32183,20,No
1548,56,Female,54991,603,21787,20,Yes
1549,46,Female,71307,703,16322,10,No
1550,54,Female,79690,740,33873,15,Yes
1551,18,Male,91811,612,44435,15,Yes
1552,31,Male,85459,631,45433,10,No
1553,32,Female,59464,683,46090,10,Yes
1554,63,Male,31643,728,34060,5,Yes
1555,21,Male,62236,747,48941,7,Yes
1556,23,Female,44854,643,8220,5,No
1557,51,Female,71396,665,5071,15,Yes
1558,24,Female,53027,634,10635,5,Yes
1559,29,Female,53378,696,23017,20,No
1560,39,Male,59251,741,39794,10,Yes
1561,41,Female,32660,747,26820,10,No
1562,54,Female,87982,753,8115,7,No
1563,38,Female,49289,608,29012,20,Yes
1564,24,Female,54585,689,10782,7,No
1565,43,Male,61773,707,32085,10,Yes
1566,20,Male,63874,613,14568,20,Yes
1567,48,Female,62903,690,5471,7,No
1568,41,Male,35638,689,45237,10,No
1569,63,Male,38446,636,43331,7,Yes
1570,32,Male,51604,689,15743,10,No
1571,65,Female,61450,632,44903,5,No
1572,48,Female,46908,800,44682,10,No
1573,47,Female,30150,636,42359,15,No
1574,30,Female,49059,709,39736,20,Yes
1575,25,Male,71121,792,40944,7,Yes
1576,61,Female,34161,702,13385,20,No
1577,52,Female,33298,698,14606,10,No
1578,55,Male,39496,736,16729,5,Yes
1579,25,Male,88767,693,11014,5,No
1580,24,Male,87929,617,41871,10,No
1581,56,Female,40849,767,30438,15,No
1582,52,Female,43670,654,19272,10,No
1583,20,Female,80575,657,8179,15,No
1584,22,Male,30571,602,20474,5,No
1585,31,Female,87371,749,20779,15,No
1586,54,Male,58227,639,10500,5,No
1587,34,Male,35159,767,8507,5,Yes
1588,27,Female,36209,619,36201,10,No
1589,34,Male,34979,665,8260,15,Yes
1590,53,Female,71790,606,27423,15,No
1591,47,Male,71826,795,42956,20,Yes
1592,31,Female,80106,753,7278,20,Yes
1593,63,Male,69656,633,6739,15,No
1594,28,Female,51562,603,27507,10,No
1595,42,Male,33528,634,18587,5,No
1596,45,Female,98569,779,34617,10,No
1597,55,Male,72254,690,37283,10,Yes
1598,39,Female,80119,752,34818,5,Yes
1599,61,Male,51632,600,36959,15,No
1600,63,Female,88973,629,7792,7,No
1601,32,Male,41086,745,32954,10,Yes
1602,52,Male,93264,612,22482,15,Yes
1603,19,Male,30555,650,12712,10,Yes
1604,47,Male,43013,656,32797,20,No
1605,50,Male,47218,689,42027,15,No
1606,49,Female,85276,764,35894,5,No
1607,63,Female,54733,673,28269,20,No
1608,59,Male,36715,633,33776,10,No
1609,27,Male,31396,720,45632,7,Yes
1610,38,Male,79462,680,21711,15,No
1611,26,Female,76426,658,30548,7,Yes
1612,62,Male,45253,683,36942,20,No
1613,57,Male,44226,609,45034,15,No
1614,39,Female,31651,772,46190,15,No
1615,63,Male,51200,652,34740,15,No
1616,44,Male,58902,710,44087,10,No
1617,25,Female,63976,656,34435,15,Yes
1618,56,Male,50776,670,7055,20,Yes
1619,58,Male,40661,784,44906,10,Yes
1620,50,Male,91623,653,45333,7,Yes
1621,26,Female,93840,632,7223,10,No
1622,32,Male,30605,767,30473,5,Yes
1623,26,Female,42200,702,44048,15,No
1624,60,Male,65236,727,9883,10,No
1625,31,Female,49501,773,18477,10,No
1626,59,Female,68753,621,37457,10,Yes
1627,33,Male,39693,794,23861,20,Yes
1628,20,Male,62036,673,10839,7,Yes
1629,62,Female,87817,654,11132,20,No
1630,50,Male,62655,722,14751,20,No
1631,32,Female,72217,770,39536,5,No
1632,42,Male,59331,603,26189,7,Yes
1633,44,Male,93110,726,15688,20,No
1634,57,Female,87906,738,19121,15,Yes
1635,44,Female,94412,723,47198,20,Yes
1636,27,Male,64547,792,7745,5,No
1637,49,Female,73209,687,15036,7,No
1638,33,Male,39577,638,47669,5,Yes
1639,63,Male,89449,650,25031,20,No
1640,20,Male,47652,683,13030,10,No
1641,47,Male,89755,749,15657,7,No
1642,63,Female,50815,732,31524,7,No
1643,18,Female,84114,612,21407,7,No
1644,28,Female,48417,616,16080,7,No
1645,54,Female,84606,623,45009,10,No
1646,26,Male,30467,673,10061,7,No
1647,52,Female,62569,613,46502,10,Yes
1648,19,Female,63541,763,45731,10,No
1649,36,Female,43279,758,28903,15,No
1650,42,Female,89383,736,20568,7,Yes
1651,24,Female,90003,618,26345,10,No
1652,40,Male,89230,741,25007,15,Yes
1653,26,Male,55711,615,46062,15,Yes
1654,38,Male,93514,713,12689,20,No
1655,57,Male,95479,659,22224,20,No
1656,51,Male,72041,748,44597,20,No
1657,47,Female,45837,672,9995,5,No
1658,59,Female,82655,613,14865,20,Yes
1659,29,Male,98847,669,29452,5,No
1660,25,Female,31297,760,40743,15,No
1661,30,Female,95760,698,26500,7,No
1662,50,Male,54818,641,7760,10,No
1663,59,Male,51189,795,7441,20,Yes
1664,44,Female,31145,719,39686,10,Yes
1665,43,Male,72595,610,10334,15,No
1666,61,Male,66324,696,41192,10,Yes
1667,28,Male,75945,708,7111,10,No
1668,28,Male,96219,738,34603,15,Yes
1669,63,Female,41025,633,19158,5,No
1670,53,Male,50373,713,45523,7,Yes
1671,39,Male,96755,627,36701,7,No
1672,60,Male,74802,651,40091,10,Yes
1673,18,Male,92024,772,18502,7,Yes
1674,26,Female,97722,779,11531,10,Yes
1675,40,Male,62103,690,18688,20,Yes
1676,18,Female,37346,622,12664,20,No
1677,35,Female,60934,782,18900,15,Yes
1678,41,Female,96106,644,29464,15,No
1679,44,Male,61324,694,47076,5,Yes
1680,62,Male,86425,640,36776,20,No
1681,65,Male,88806,734,8797,15,No
1682,25,Female,83122,621,42817,20,No
1683,20,Female,44992,728,44560,7,Yes
1684,26,Female,90680,719,23158,10,No
1685,21,Male,86223,657,8614,7,Yes
1686,37,Male,72890,670,21993,5,No
1687,47,Female,36963,795,8073,20,No
1688,39,Male,76079,785,49179,5,Yes
1689,18,Male,67857,778,33248,5,No
1690,49,Female,80811,770,38528,7,No
1691,63,Female,77435,689,17586,5,No
1692,27,Female,82603,651,21245,5,No
1693,44,Male,85310,623,14620,5,Yes
1694,19,Male,39180,601,35645,7,Yes
1695,19,Female,50743,690,13165,20,No
1696,65,Female,90954,786,30517,15,Yes
1697,53,Male,69656,681,20362,10,Yes
1698,44,Male,58842,668,32895,5,No
1699,36,Female,47582,707,38443,10,Yes
1700,64,Female,77683,625,46830,15,Yes
1701,30,Female,66816,607,11167,10,Yes
1702,55,Female,59322,625,37761,5,Yes
1703,24,Male,34003,749,42159,5,No
1704,62,Male,43517,708,39467,10,No
1705,60,Male,65869,768,32394,7,No
1706,63,Female,85365,646,6898,5,Yes
1707,55,Male,34553,611,6908,5,No
1708,34,Female,88040,800,20724,10,Yes
1709,35,Female,68790,779,42006,5,No
1710,36,Female,65356,645,12766,10,Yes
1711,25,Female,95640,721,17004,7,No
1712,53,Male,51887,694,38038,20,No
1713,18,Female,39747,733,29875,5,Yes
1714,25,Male,74004,786,43410,5,Yes
1715,24,Male,78414,646,29870,20,Yes
1716,44,Male,41985,765,21871,10,No
1717,56,Female,85926,694,21388,15,Yes
1718,36,Male,57835,800,6761,7,Yes
1719,55,Female,81924,651,31855,20,No
1720,27,Male,83346,656,34878,15,No
1721,51,Male,79256,780,6785,20,No
1722,64,Female,46569,626,18274,15,No
1723,64,Male,76546,781,32125,5,Yes
1724,23,Female,59353,664,29874,15,No
1725,25,Female,34488,724,40013,20,Yes
1726,19,Female,32752,649,19858,10,No
1727,21,Male,68454,612,41033,5,No
1728,54,Male,74286,679,16609,15,No
1729,26,Female,96612,757,19167,5,No
1730,23,Male,63354,742,10741,15,Yes
1731,40,Female,97275,686,19327,10,No
1732,61,Male,87634,674,18420,7,Yes
1733,60,Female,84302,637,43705,7,Yes
1734,47,Male,81361,752,6428,5,Yes
1735,24,Female,97532,679,19571,5,Yes
1736,55,Female,99003,797,10648,7,Yes
1737,36,Female,40473,735,7488,7,No
1738,38,Female,33268,663,24049,10,No
1739,25,Female,39176,687,38472,5,Yes
1740,62,Female,74578,743,33345,20,No
1741,36,Female,90571,632,32697,20,Yes
1742,38,Female,69401,613,44857,5,Yes
1743,58,Female,80230,610,41711,10,No
1744,41,Male,64502,689,47430,15,Yes
1745,30,Male,94032,738,35982,15,No
1746,50,Female,39491,679,8664,5,Yes
1747,42,Female,67355,761,44380,7,Yes
1748,48,Female,85607,728,32352,7,Yes
1749,22,Male,73998,673,24871,15,Yes
1750,41,Male,86870,712,38126,15,No
1751,43,Male,90930,743,47102,7,Yes
1752,54,Female,62566,793,28764,15,Yes
1753,47,Female,71679,656,45333,5,No
1754,48,Female,75580,645,10393,7,Yes
1755,53,Male,66246,622,30046,5,Yes
1756,49,Male,30782,763,47113,10,Yes
1757,37,Male,45422,696,36571,20,No
1758,49,Female,81126,777,21486,10,Yes
1759,40,Female,78679,773,39275,5,No
1760,25,Male,46099,629,45581,7,Yes
1761,32,Female,70742,624,18861,5,Yes
1762,58,Male,99203,777,31068,5,Yes
1763,29,Female,55678,692,49829,15,Yes
1764,37,Female,52477,665,21090,7,No
1765,57,Male,97743,788,46043,7,No
1766,43,Male,50169,622,44593,20,Yes
1767,19,Female,73152,651,40958,5,Yes
1768,39,Female,42824,730,23692,20,Yes
1769,51,Female,42606,713,23642,10,No
1770,40,Male,40072,675,32469,7,Yes
1771,49,Male,59403,715,9711,10,Yes
1772,61,Female,40063,779,43898,15,No
1773,65,Female,85300,656,7363,7,Yes
1774,59,Female,90704,678,20501,7,No
1775,26,Female,94288,753,27839,7,No
1776,22,Female,97119,694,20742,10,No
1777,59,Female,72153,686,13041,15,No
1778,23,Female,59437,643,13989,7,No
1779,23,Female,38449,604,35562,15,No
1780,34,Male,97143,607,41553,10,Yes
1781,32,Female,62318,638,18119,15,Yes
1782,23,Male,66044,619,47745,5,Yes
1783,24,Male,87741,623,16058,20,No
1784,35,Female,64963,642,20056,20,No
1785,55,Female,64255,778,28514,20,No
1786,27,Male,40346,754,16448,7,No
1787,21,Female,41903,796,6588,10,Yes
1788,57,Male,61295,675,42645,10,No
1789,26,Female,46577,644,36467,7,Yes
1790,47,Female,66295,776,46043,10,No
1791,29,Female,71250,681,48262,15,No
1792,37,Female,99876,732,35543,20,Yes
1793,42,Female,32607,705,36402,5,No
1794,26,Male,67314,748,27213,7,Yes
1795,44,Male,64131,721,8987,5,No
1796,35,Male,30751,626,7423,5,No
1797,36,Male,64988,792,6743,7,Yes
1798,57,Female,92132,746,31637,20,No
1799,28,Female,59255,623,15281,5,Yes
1800,65,Male,34782,749,16935,20,No
1801,55,Female,81788,603,27298,15,No
1802,56,Male,92792,616,41612,7,Yes
1803,20,Male,87060,615,35116,5,No
1804,24,Male,47937,760,28793,10,Yes
1805,31,Female,56472,787,9464,5,Yes
1806,22,Female,39354,663,31400,15,Yes
1807,29,Female,51810,788,12117,7,No
1808,65,Male,49399,650,29078,20,Yes
1809,28,Male,57060,683,30478,10,Yes
1810,54,Female,32222,638,5317,7,No
1811,26,Male,71584,775,21650,15,No
1812,37,Male,75160,669,34884,7,No
1813,39,Male,93536,640,12464,5,Yes
1814,28,Female,40983,643,6091,20,Yes
1815,21,Female,69535,752,47955,15,No
1816,34,Female,85675,612,35080,15,Yes
1817,40,Male,61348,655,26286,20,No
1818,40,Female,85722,773,45521,15,Yes
1819,46,Female,45170,698,16429,5,No
1820,57,Female,97313,721,43612,5,No
1821,27,Male,87263,640,37989,7,Yes
1822,44,Male,57371,685,49479,7,Yes
1823,47,Male,75312,750,21627,7,Yes
1824,24,Male,42923,747,21549,10,Yes
1825,57,Male,49894,698,45101,15,Yes
1826,62,Female,48446,631,13427,15,Yes
1827,20,Female,70480,706,11774,5,Yes
1828,46,Male,68805,798,38711,10,Yes
1829,53,Male,37983,746,43632,5,Yes
1830,19,Male,79874,688,22071,15,Yes
1831,22,Male,34388,619,37823,5,No
1832,31,Female,92735,748,15675,20,No
1833,57,Male,83648,683,40792,7,Yes
1834,21,Female,63558,646,32646,7,Yes
1835,24,Male,98599,685,25074,7,No
1836,48,Female,66206,776,37922,20,Yes
1837,52,Male,55179,785,14847,15,No
1838,47,Female,67084,685,21362,5,No
1839,39,Male,34883,605,22482,7,No
1840,27,Male,83283,792,19717,15,No
1841,65,Female,61086,769,5637,7,Yes
1842,54,Male,94998,641,5248,15,Yes
1843,44,Female,34936,757,34495,7,No
1844,58,Male,84364,627,49706,7,No
1845,65,Male,76624,728,40806,15,No
1846,32,Female,52169,695,47669,5,No
1847,37,Male,42605,645,41818,7,No
1848,65,Male,50998,667,47821,5,Yes
1849,30,Female,93095,712,22405,5,No
1850,33,Male,72403,759,35662,7,Yes
1851,23,Female,90208,642,44520,15,No
1852,62,Male,73697,678,14122,10,No
1853,63,Female,69885,701,39425,20,Yes
1854,33,Female,30462,716,32768,15,Yes
1855,50,Female,77998,748,24615,10,No
1856,30,Female,50190,609,46827,7,Yes
1857,45,Male,98893,757,45848,10,Yes
1858,35,Female,86730,627,28534,10,No
1859,39,Female,60228,603,45573,7,Yes
1860,29,Male,97318,778,44474,20,Yes
1861,61,Male,70446,676,21035,10,Yes
1862,32,Female,43948,633,42089,20,Yes
1863,55,Female,48635,617,39217,10,Yes
1864,46,Female,91917,756,6198,20,Yes
1865,61,Female,79282,606,32156,7,Yes
1866,38,Male,96066,617,21436,20,No
1867,28,Male,51792,700,18234,15,No
1868,34,Male,80072,633,5676,20,No
1869,23,Female,59916,625,39042,10,No
1870,54,Female,38999,756,46681,15,Yes
1871,50,Female,32246,757,26764,20,No
1872,58,Female,31636,778,12766,20,No
1873,51,Male,30099,696,28383,10,No
1874,46,Male,33952,733,41285,5,Yes
1875,60,Female,97060,756,24259,15,No
1876,45,Female,80419,612,23136,7,No
1877,51,Male,75252,656,43165,7,No
1878,25,Female,33040,789,44281,5,No
1879,62,Female,41175,665,22770,15,No
1880,20,Female,57865,617,46057,7,No
1881,21,Female,31606,771,49010,15,No
1882,41,Male,60545,695,49122,7,No
1883,28,Male,76909,727,48231,5,No
1884,40,Female,92302,685,45671,10,No
1885,29,Male,72111,783,46417,20,Yes
1886,20,Female,85487,770,43766,7,No
1887,50,Female,76840,728,48249,15,Yes
1888,34,Male,87660,612,34462,7,No
1889,30,Female,38206,750,25441,20,Yes
1890,19,Female,95802,673,25785,5,No
1891,36,Male,72201,631,34701,20,Yes
1892,56,Male,64794,698,30344,5,No
1893,60,Male,54896,759,23902,5,Yes
1894,52,Female,51287,711,49126,10,No
1895,63,Female,88068,633,19403,20,No
1896,25,Male,78665,632,14515,5,No
1897,27,Female,61464,716,46083,10,No
1898,45,Female,37157,623,30814,7,Yes
1899,26,Female,69052,789,13882,15,Yes
1900,58,Male,41591,669,26042,20,No
1901,29,Male,50841,615,13508,10,No
1902,64,Female,32366,734,32208,20,Yes
1903,24,Male,69957,752,8611,10,Yes
1904,50,Male,82420,623,43333,15,No
1905,63,Male,81984,622,38904,5,No
1906,60,Male,68802,700,12502,20,Yes
1907,48,Male,88797,794,5831,15,No
1908,47,Female,88982,649,12135,7,Yes
1909,41,Female,71907,783,40889,20,Yes
1910,64,Female,46882,625,35204,10,No
1911,60,Male,42215,785,48713,15,No
1912,45,Female,42859,763,43473,20,Yes
1913,44,Female,50711,769,32417,15,No
1914,54,Male,43342,784,23888,7,Yes
1915,43,Female,63811,700,33859,20,Yes
1916,21,Male,65697,621,32577,7,No
1917,47,Male,61291,751,37025,15,No
1918,59,Male,59001,716,10620,5,Yes
1919,45,Male,99528,771,39252,20,Yes
1920,34,Female,67035,738,19667,20,No
1921,31,Female,47209,642,16638,5,Yes
1922,46,Female,90830,726,9738,10,No
1923,54,Female,82703,655,15460,7,No
1924,57,Male,54454,712,25372,5,Yes
1925,62,Female,77960,603,14366,5,No
1926,50,Female,40997,753,12604,15,No
1927,37,Female,95931,608,7861,15,No
1928,30,Male,78796,711,49938,5,No
1929,37,Female,77694,659,42964,20,Yes
1930,42,Female,31467,766,35322,15,No
1931,32,Male,53526,797,21614,10,No
1932,60,Female,83016,728,40296,15,Yes
1933,28,Male,41742,737,31241,7,No
1934,26,Female,75215,783,6064,7,Yes
1935,22,Male,79073,744,10500,15,No
1936,65,Male,38812,601,44262,15,Yes
1937,35,Male,80660,746,12616,20,Yes
1938,30,Female,50091,642,19888,7,No
1939,50,Male,52158,626,10578,10,Yes
1940,36,Male,73281,746,16814,7,No
1941,57,Male,92321,705,11682,10,Yes
1942,27,Female,93304,624,21116,7,Yes
1943,59,Male,97018,652,14264,7,Yes
1944,34,Male,56012,782,28872,7,No
1945,49,Male,49083,731,46708,5,Yes
1946,30,Male,70138,795,34472,10,Yes
1947,34,Male,87116,770,18859,20,No
1948,53,Male,57919,643,7024,7,Yes
1949,65,Male,63185,777,17090,15,Yes
1950,48,Male,60080,779,7335,20,No
1951,41,Male,61302,695,30016,7,Yes
1952,18,Female,82878,605,20097,10,Yes
1953,49,Male,49046,766,7663,20,No
1954,26,Male,91726,732,35802,5,No
1955,49,Male,46733,632,16242,10,No
1956,45,Male,92559,720,37391,5,No
1957,49,Male,55032,796,38060,10,Yes
1958,44,Male,94127,711,20230,7,No
1959,37,Male,61638,783,40898,7,Yes
1960,43,Male,43231,735,24498,7,No
1961,33,Male,98141,632,14759,7,Yes
1962,37,Female,84349,612,16982,7,No
1963,21,Male,90521,761,28085,10,Yes
1964,18,Female,87132,800,16061,7,Yes
1965,28,Female,91398,624,12937,5,No
1966,61,Female,81605,681,47391,7,No
1967,57,Female,95591,669,19357,20,No
1968,18,Female,98303,622,44694,10,Yes
1969,47,Male,52850,623,49036,7,No
1970,27,Male,52506,763,17821,7,No
1971,47,Female,93529,637,16476,10,No
1972,28,Female,50712,787,43753,7,No
1973,23,Male,88087,751,7204,5,Yes
1974,34,Female,76387,673,17615,5,No
1975,38,Female,31685,786,8863,20,Yes
1976,22,Female,44914,744,19082,7,No
1977,59,Male,59539,735,5416,5,No
1978,52,Female,32740,673,48858,7,No
1979,22,Male,83952,719,5380,5,Yes
1980,23,Male,39288,704,26767,20,No
1981,56,Female,66288,668,20381,10,Yes
1982,36,Female,45864,741,27062,15,Yes
1983,62,Male,75598,701,30685,7,Yes
1984,32,Male,73220,632,9383,20,Yes
1985,23,Female,76726,605,27098,15,No
1986,34,Female,49709,721,21001,5,No
1987,33,Male,69476,670,24854,10,Yes
1988,44,Female,31045,797,40711,10,Yes
1989,31,Male,53534,770,5406,5,Yes
1990,55,Female,38097,794,37042,10,Yes
1991,23,Female,95183,772,33979,7,No
1992,28,Male,37447,731,47856,7,No
1993,49,Female,89959,680,49834,10,Yes
1994,42,Female,93661,769,41403,7,Yes
1995,48,Female,39183,737,25086,5,No
1996,60,Female,82977,637,44049,20,Yes
1997,32,Female,55236,738,23737,15,Yes
1998,37,Male,74982,614,16127,5,Yes
1999,27,Female,55975,765,10158,7,No
2000,29,Male,87419,653,21973,5,Yes
2001,36,Male,61845,776,43188,7,No
2002,50,Male,86536,759,15247,15,Yes
2003,49,Female,64216,714,26833,7,No
2004,35,Male,56666,650,27661,7,No
2005,51,Female,56743,680,49862,15,No
2006,43,Male,38033,610,21185,15,Yes
2007,30,Female,48556,770,23614,15,No
2008,40,Female,44890,782,5281,7,No
2009,27,Female,33038,704,42234,10,No
2010,25,Male,86151,714,39510,10,Yes
2011,65,Male,63649,612,26096,15,Yes
2012,38,Female,59431,785,45257,20,Yes
2013,61,Female,50646,616,44485,7,No
2014,48,Male,67144,790,49037,10,No
2015,24,Female,84711,704,16135,5,Yes
2016,39,Female,59219,625,7327,15,Yes
2017,51,Female,35500,630,22574,5,Yes
2018,45,Male,79202,680,47105,10,No
2019,54,Female,75706,617,13114,20,No
2020,33,Female,99198,600,17996,7,No
2021,21,Female,81082,692,12286,15,No
2022,27,Male,83666,673,11381,5,No
2023,29,Male,35248,634,45905,7,No
2024,34,Male,84948,613,28269,10,No
2025,58,Male,54125,761,48976,5,Yes
2026,26,Male,60812,744,42151,15,Yes
2027,19,Female,53128,723,22258,10,No
2028,56,Female,44026,621,33877,7,No
2029,54,Male,41409,656,44994,20,Yes
2030,30,Female,93319,741,24114,20,Yes
2031,46,Male,70667,790,49310,15,No
2032,49,Male,69003,735,17585,5,Yes
2033,57,Male,36560,651,34047,15,No
2034,40,Male,48486,720,5933,10,Yes
2035,48,Male,65868,695,24245,5,No
2036,61,Female,71624,785,7392,7,Yes
2037,43,Male,60159,777,40103,10,No
2038,34,Female,43780,669,41623,10,Yes
